IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	62	62	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	66	66	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	72	72	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	48	48	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	59	59	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	63	63	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	77	77	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	73	73	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	61	61	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	81	81	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	83	83	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	76	76	62	62	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	44	93	62	62	sufficient_binding_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	64	64	84	84	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	62	62	84	84	binding_associated_region	binding_associated_region	P06465|P06465
P06465	P06465	uniprotkb	uniprotkb	10583	10583	16249186	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-963851|rcsb pdb:2b9d|imex:IM-14542-1	-	binding-associated region:64-64|binding-associated region:62-62|binding-associated region:66-66|binding-associated region:64-64|binding-associated region:72-72|binding-associated region:48-48|binding-associated region:59-59|binding-associated region:63-63|binding-associated region:77-77|binding-associated region:73-73|binding-associated region:61-61|binding-associated region:81-81|binding-associated region:83-83|binding-associated region:76-76|sufficient binding region:44-93	binding-associated region:62-62|binding-associated region:84-84|binding-associated region:80-80|binding-associated region:82-82|binding-associated region:82-82|binding-associated region:81-81|binding-associated region:76-76|binding-associated region:59-59|binding-associated region:83-83|binding-associated region:48-48|binding-associated region:73-73|binding-associated region:63-63|binding-associated region:61-61|sufficient binding region:44-93	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	66	66	84	84	binding_associated_region	binding_associated_region	P06465|P06465
